pmid,allauthors,num_label
31767012,Walson Judd L,29882
31767012,John-Stewart Grace C,9705
31767012,Weaver Marcia R,30546
31767012,Breiman Robert F,3059
31767012,Nasrin Dilruba,19449
31767012,Nataro James P,19458
31767012,Levine Myron M,13711
31767012,Kotloff Karen L,12735
31766987,Rosenman Evan,25899
31766987,Sarnquist Clea,26438
31766987,Friedberg Rina,6544
31766987,Amuyunzu-Nyamongo Mary,1069
31766987,Oguda Gabriel,22070
31766987,Otieno Dorothy,23699
31766987,Baiocchi Michael,1808
31766874,Arika Wycliffe,1323
31766874,Kibiti Cromwell Mwiti,11420
31766874,Njagi Joan Murugi,20400
31766874,Ngugi Mathew Piero,20210
31765422,Kamau Mary,10308
31765422,Mirie Waithira,16681
31765422,Kimani Samuel,11725
31765422,Mugoya Isaac,17482
31765417,Mugwanga Ziporah,17489
31765415,Bakhtiari Ana,1840
31765415,Bella Assumpta Lucienne,2310
31765415,Chu Brian K,4250
31765415,Elvis Aba Ange,5818
31765415,Fabrice Djouma Nembot,6052
31765415,Gichangi Michael,7114
31765415,Muraguri Nicholas,17999
31765415,Pavluck Alex,24465
31765415,Sisaleumsak Siphetthavong,27436
31765415,Southisombath Khamphoua,27721
31765415,Willis Rebecca,30955
31765415,Yeo Souleymane,31358
31765383,Mcharo Carlos,16232
31765383,Gichuki Paul M,7173
31765383,Mwandawiro Charles S,18825
31765383,Njenga Sammy M,20479
31764270,Wagner Anjuli D,29661
31764270,Gimbel Sarah,7260
31764270,Ásbjörnsdóttir Kristjana H,31877
31764270,Cherutich Peter,4085
31764270,Eastment McKenna,5588
31764270,Einberg Jennifer,5683
31764270,Gaitho Douglas,6690
31764270,Guthrie Brandon L,7990
31764270,John-Stewart Grace,9704
31764270,Kral Alex H,12780
31764270,Lambdin Barrot H,13273
31764270,Liu Shan,13958
31764270,Maina Martin,14764
31764270,Matsuzaki Mika,15654
31764270,Mattox Loris,15665
31764270,Mburu Nancy,15992
31764270,McClelland R Scott,16084
31764270,Micek Mark A,16476
31764270,Nduati Ruth,19687
31764270,Njuguna Irene N,20688
31764270,Oluoch Geoffrey,22658
31764270,Oyiengo Laura B,24134
31764270,Ronen Keshet,25824
31764270,Soi Caroline,27624
31764270,Wagenaar Bradley H,29653
31764270,Wanje George,30227
31764270,Wenger Lynn D,30677
31764270,Sherr Kenneth,27055
31764267,Padian Nancy,24206
31764108,Mchembere Walter,16234
31764108,Agaya Janet,478
31764108,Yuen Courtney M,31449
31764108,Okelloh Douglas,22280
31764108,Achola Millicent,278
31764108,Opole Joseph,23379
31764108,Cowden Jessica,4629
31764108,Muttai Hellen,18563
31764108,Borgdorff Martien W,2860
31764108,Cain Kevin P,3524
31764107,Otieno George,23728
31764107,Achia Thomas,244
31764107,Kwaro Daniel,13067
31764107,Zielinski-Gutierrez Emily,31603
31764107,Ojoo Sylvia,22187
31764107,Sewe Maquins,26868
31764107,Musingila Paul,18262
31764107,Akelo Victor,641
31764107,Obor David,21435
31764107,Nyaguara Amek,20948
31764107,De Cock Kevin M,4979
31764107,Borgdorff Martien W,2860
31763997,Ogongo Paul,22058
31763997,Steyn Adrie Jc,27969
31763997,Karim Farina,10669
31763997,Leslie Alasdair,13667
31763997,Behar Samuel M,2262
31763679,Alaii Jane,735
31763679,Bockh Emily,2760
31762905,Karau Paul Bundi,10644
31762905,Kirna Bhatt,12147
31762905,Amayo Erastus,951
31762905,Joshi Mark,9821
31762905,Ngare Stanley,20045
31762905,Muriira Geoffrey,18043
31762899,Bartonjo Grace,2065
31762899,Oundo Joseph,23945
31762899,Ng'ang'a Zipporah,19964
31762589,Kamau Peris,10316
31762589,Mwachala Geoffrey,18715
31762589,Malombe Itambo,15035
31762525,Ojiewo Chris,22176
31762525,Monyo Emmanuel,17010
31761001,Paul Mandira,24453
31761001,Chalasani Satvika,3778
31761001,Sommers Marni,27671
31761001,Husain Scheherazade,9075
31761001,Caffe Sonja,3515
31761001,Zhukov Ilya,31599
31761001,Celum Connie L,3728
31761001,Dayton Robyn,4966
31761001,Maksud Nankali,14942
31761001,Digolo-Nyagah Lina,5241
31761001,Diop Nafissatou J,5271
31761001,Greeley Meghan,7782
31761001,Engel Danielle Marie Claire,5866
31761000,Kabiru Caroline W,9984
31760979,Bologna Lydia,2811
31760979,Stamidis Katherine V,27826
31760952,Mwangome Martha,18968
31760941,Tickell Kirkby D,28762
31760941,Atlas Hannah E,1516
31760941,Walson Judd L,29882
31759619,Manthi Fredrick K,15185
31759619,Winkler Alisa J,31006
31759421,Mwachiro Michael,18732
31759120,Kumar Himansu,12899
31759120,Park Woncheoul,24330
31759120,Lim Dajeong,13844
31759120,Srikanth Krishnamoorthy,27784
31759120,Kim Jun-Mo,11642
31759120,Hanotte Olivier,8236
31759120,Park Jong-Eun,24319
31759120,Oyola Samuel O,24142
31758384,Vanlauwe Bernard,29323
31756808,Lane Mike,13319
31756808,Olago Daniel,22511
31756512,Musyoka Kelvin B,18314
31756512,Kiiru John N,11564
31756512,Aluvaala Eva,915
31756512,Omondi Protus,22894
31756512,Chege William K,3933
31756512,Judah Terry,9840
31756512,Kiboi Daniel,11426
31756512,Nganga Joseph K,20019
31756512,Kimani Francis T,11691
31756291,Ngari Moses M,20049
31756291,Njunge James M,20720
31756291,Thitiri Johnstone,28636
31756291,Mwalekwa Laura,18783
31756291,Mturi Neema,17278
31756291,Mwangome Martha K,18969
31756291,Ogwang Caroline,22128
31756291,Nyaguara Amek,20948
31756291,Berkley James A,2403
31756242,Maloba May,15029
31756189,Elson Lynne,5810
31756189,Randu Kithi,25286
31756189,Fillinger Ulrike,6292
31755824,Taylor Aileen,28417
31755021,Antwi-Agyakwa Akua K,1241
31755021,Fombong Ayuka T,6405
31755021,Deletre Emilie,5063
31755021,Ekesi Sunday,5710
31755021,Torto Baldwyn,28938
31754527,Ominde Sheila T,22795
31754527,Mutala Timothy M,18356
31753675,Hsu Christopher H,8937
31753675,Harvey Bonnie,8356
31753675,Mohamed Abdinoor,16850
31753675,Ehrhardt Derek,5675
31753675,Farag Noha H,6099
31752872,Lewis Karren,13734
31752872,Harrington Elizabeth K,8304
31752872,Matemo Daniel,15548
31752872,Drake Alison L,5414
31752872,Ronen Keshet,25824
31752872,O'Malley Gabrielle,21311
31752872,Kinuthia John,11909
31752872,John-Stewart Grace,9704
31752872,Unger Jennifer A,29198
31752274,Wilunda Calistus,30995
31751377,Apat Donald,1280
31749840,Agaba Morris,457
31748995,Kowenje Chrispin O,12755
31748534,Onyango Noel,23271
31748534,Nyagol Joshua,20945
31748534,Abinya Nicholas,123
31748534,Ndede Isaac,19531
31748534,Patel Kirkita,24391
31747850,Omoni Grace,22911
31747807,Musana Joseph W,18203
31747807,Cohen Craig R,4407
31747807,Kuppermann Miriam,12947
31747807,Gerona Roy,7028
31747807,Wanyoro Anthony,30331
31747807,Aguilar David,527
31747807,Santos Nicole,26419
31747807,Temmerman Marleen,28492
31747807,Weiss Sandra J,30615
31747411,Njenga Sammy M,20479
31747411,Mugo Nelly R,17466
31746311,Mumma Jane Awiti Odhiambo,17813
31746311,Simiyu Sheillah,27319
31746311,Aseyo Rose Evalyne,1414
31746311,Muganda Damaris Nelima,17431
31746311,Davis Emily,4925
31746311,Baker Kelly K,1833
31744266,Heeney Matthew M,8487
31744266,Hoppe Carolyn C,8857
31744266,Ogutu Bernhards,22098
31744045,Rwomushana Ivan,26111
31744045,Day Roger,4962
31743899,Samburu Betty,26273
31743859,Ayuku David,1702
31743375,Machuki Joel Amenya,14496
31743375,Aduda Dickens S Omondi,420
31743375,Onono Maricianah Atieno,23164
31742234,Kyobutungi Catherine,13129
31742234,Haregu Tilahun Nigatu,8281
31742234,Khayeka-Wandabwa Christopher,11304
31741443,Wadende Pamela,29599
31740932,Lukuyu Bernard A,14197
31740409,Karianjahi Njeri,10661
31740409,Mbogo Joyce,15863
31740409,Wambugu Christine,29976
31740409,Tole John,28844
31740409,Agweyu Ambrose,547
31738324,Sandbulte Matthew R,26318
31738324,Nazir Niaman,19493
31738324,Goggin Kathy,7551
31738324,Wexler Catherine,30787
31738324,Maloba May,15029
31738324,Gautney Brad J,6939
31738324,Khamadi Samoel,11246
31738324,Lwembe Raphael,14284
31738324,Finocchario-Kessler Sarah,6303
31736995,Karimi Rael,10678
31735539,Muthuuri J M,18484
31735539,Some Eliab Seroney,27660
31735539,Chege Peter,3924
31734938,Ly Karen,14286
31734938,Chang Aileen Y,3807
31734938,Kiprono Samson K,12045
31734938,Jose Margareth,9812
31734938,Smith Mary Patricia,27570
31734938,Beck Kristen,2219
31734938,Sekhon Sahil,26796
31734938,Muraguri Isabel,17998
31734938,Mungai Margaret,17891
31734938,Coates Sarah J,4382
31734938,Thibodeaux Quinn,28606
31734938,Hulse Sarah,9016
31734938,Gualberto Marissa,7882
31734938,Jeon Caleb,9631
31734938,Nakamura Mio,19329
31734938,Bhutani Tina,2514
31734938,Maurer Toby,15688
31734938,Liao Wilson,13787
31734688,Mutai Kennedy K,18346
31734688,Kibachio Joseph,11384
31734688,Kilonzo Nduku,11610
31733478,Okoth Maurice,22415
31733075,Ndungu Francis M,19746
31732835,Lockwood S,13998
31732571,Martins Dino J,15385
31732571,Pierce Naomi E,24722
31732504,Mollinari Marcelo,16938
31732504,Olukolu Bode A,22642
31732504,Pereira Guilherme da S,24569
31732504,Khan Awais,11263
31732504,Gemenet Dorcus,6987
31732504,Yencho G Craig,31351
31732504,Zeng Zhao-Bang,31530
31732171,Jemutai-Kimosop Selly,9607
31732171,Orata Francis,23434
31732171,Shikuku Victor O,27098
31732171,Okello Veronica A,22278
31732171,Getenga Zachary M,7049
31731998,Toombs Courtney,28906
31731998,Fazal Akil,6160
31731998,Bastrom Tracey,2110
31731998,Shufflebarger Harry,27173
31731141,Wagacha John M,29636
31731141,Mutegi Charity K,18375
31730364,Vinayak Shalin,29448
31730364,Froum Stuart J,6570
31730364,Liu Kuanyou,13953
31730364,Lim Anna Corinna,13842
31730364,Liang Michael,13782
31728952,Boiyo Richard,2803
31728795,Nthiwa Daniel,20848
31728795,Odongo David,21823
31728795,Kenya Eucharia,11156
31728795,Bett Bernard,2457
31728506,Mwenda Valerian,19106
31728506,Niyomwungere Alexis,20379
31728506,Oyugi Elvis,24163
31728506,Githuku Jane,7417
31728506,Obonyo Mark,21426
31728506,Gura Zeinab,7974
31728453,Kirkok Samuel K,12143
31728453,Kibet Joshua K,11408
31728453,Okanga Francis,22234
31728453,Kinyanjui Thomas,11948
31728346,Momanyi Lydia,16963
31728346,Opanga Sylvia,23333
31728346,Nyamu David,21053
31728346,Oluka Margaret,22638
31727836,Sass L,26454
31727836,Vestergaard O,29408
31727697,Kamau Everlyn,10281
31727697,Luka Martha M,14184
31727697,de Laurent Zaydah R,31716
31727697,Adema Irene,344
31727697,Agoti Charles N,521
31727697,Nokes D James,20766
31727439,Ndetei David,19593
31727439,Pike Kathleen,24732
31727439,Mutiso Victoria,18531
31727439,Tele Albert,28481
31727439,Gitonga Isaiah,7441
31727439,Rebello Tahilia,25383
31727439,Musyimi Christine,18304
31727439,Mamah Daniel,15058
31726303,Gachanja Antony,6631
31726303,Murigi Martin,18041
31726058,Cheseto Xavier,4096
31726058,Torto Baldwyn,28938
31725434,Brown Tim,3206
31725434,Puckett Robert,25045
31725434,Glaubius Robert,7486
31725434,Mutai Kennedy,18345
31725434,Bao Le,1934
31725434,Salomon Joshua A,26257
31725434,Stover John,28015
31725431,Puryear Sarah B,25064
31725431,Balzer Laura B,1903
31725431,Ayieko James,1668
31725431,Hahn Judith A,8084
31725431,Charlebois Edwin D,3854
31725431,Clark Tamara D,4331
31725431,Cohen Craig R,4407
31725431,Bukusi Elizabeth A,3313
31725431,Petersen Maya L,24635
31725431,Havlir Diane V,8426
31725431,Chamie Gabriel,3787
31722148,De Cock Kevin M,4979
31722148,Zielinski-Gutiérrez Emily,31605
31722148,Lucas Sebastian B,14161
31721082,Awori Violet,1615
31721082,Robertson Kevin R,25695
31721082,Gray Ronald H,7776
31721082,Wawer Maria J,30516
31721082,Sacktor Ned,26157
31721082,Saylor Deanna,26513
31719836,Matheka Jonathan,15578
31719836,Tripathi Jaindra Nath,29010
31719836,Merga Ibsa,16406
31719836,Tripathi Leena,29011
31719140,Lutz Holly L,14265
31719140,Jackson Elliot W,9446
31719140,Webala Paul W,30552
31719140,Kerbis Peterhans Julian C,11168
31719140,Demos Terrence C,5088
31719140,Patterson Bruce D,24433
31719140,Gilbert Jack A,7230
31718642,Gyasi Razak M,8031
31717109,Malonza Patrick K,15045
31717109,Bauer Aaron M,2134
31717109,Granthon Carolina,7755
31717109,Williams Dean A,30907
31717109,Wojnowski David,31059
31715529,Waweru-Siika Wangari,30533
31715529,Mung'ayi Vitalis,17861
31715529,Misango David,16703
31715529,Mogi Andrea,16836
31715529,Kisia Alan,12204
31715529,Ngumi Zipporah,20252
31715524,Bwana Priska,3464
31715524,Ageng'o Joshua,489
31715524,Danda Jeff,4835
31715524,Mbugua Joseph,15926
31715524,Handa Allan,8209
31715524,Mwau Matilu,19067
31715335,Kariuki S M,10751
31715335,Newton C R,19898
31715207,Kim Sunkyung,11657
31715207,Quick Robert,25104
31715207,Oremo Jared,23447
31715207,Murphy Jennifer,18134
31714141,Kariuki Edward,10716
31714141,Kutima Hellen,13022
31714141,Kock Michael,12431
31714141,Horak Ivan G,8858
31714141,Jooste Roaland,9798
31714141,Neves Luis,19862
31713106,Goldenberg Shifra Z,7574
31713106,Wittemyer George,31045
31712089,Inziani Mary,9282
31712089,Adungo Ferdinard,428
31712089,Awando Janet,1581
31712089,Kihoro Richelle,11533
31712089,Inoue Shingo,9266
31712089,Obimbo Elizabeth,21396
31712089,Onyango Francis,23240
31712089,Mwau Matilu,19067
31711570,Higham James P,8646
31711570,Beehner Jacinta C,2249
31711570,Bergman Thore J,2392
31711570,Jolly Clifford J,9747
31711570,Rogers Jeffrey,25767
31711570,Seyfarth Robert M,26873
31711570,Silk Joan,27261
31711570,Snyder-Mackler Noah,27608
31711570,Swedell Larissa,28206
31711570,Wilson Michael L,30981
31709786,Lichoti Jacqueline K,13795
31709786,Agwanda Bernard R,543
31709786,Ommeh Sheila C,22803
31709527,Therrien Michelle N S,28594
31709527,Hermida Jorge,8575
31709527,Armbruster Deborah,1341
31709527,Guha Moytrayee,7918
31709527,Garg Lorraine F,6824
31709527,Smith Jeffrey M,27556
31709527,Winikoff Beverly,31005
31709527,Thapa Kusum,28574
31709527,Liljestrand Jerker,13839
31709527,Oguttu Monica,22090
31709527,Burke Thomas F,3366
31709527,Miller Suellen,16596
31708964,Mzingirwa Fatuma Ali,19228
31708964,Stomeo Francesca,27996
31708964,Kaunda-Arara Boaz,10944
31708964,Nyunja Judith,21236
31708964,Mujibi Fidalis D N,17610
31708804,Ali Nabila Amin,808
31708804,Owiti Frederick,24045
31708804,Kigamwa Pius,11484
31708804,Kumar Manasi,12901
31708182,Otieno Lucas,23756
31708182,Akoo Pauline,684
31708182,Berkley James A,2403
31708182,Hamel Mary J,8166
31708182,Hoffman Irving,8745
31708182,Kamthunzi Portia,10381
31708182,Kariuki Simon,10760
31708182,Njuguna Patricia,20708
31708182,Otieno Godfrey Allan,23733
31708182,Otieno Walter,23805
31708182,Oneko Martina,23049
31708144,Asiki Gershim,1433
31708144,Mohamed Shukri F,16873
31706230,Anne Njoroge,1228
31706230,Dunbar Matthew D,5497
31706230,Abuna Felix,191
31706230,Simpson Peter,27344
31706230,Macharia Paul,14440
31706230,Betz Bourke,2473
31706230,Cherutich Peter,4085
31706230,Bukusi David,3308
31706230,Carey Farquhar,3615
31703809,Omwoma Solomon,22980
31703809,Mbithi Bonface Muendo,15832
31703809,Lalah Joseph O,13250
31703588,Ngugi Jeremiah N,20207
31703588,Fèvre Eric M,6618
31703588,Obonyo Mark,21426
31703588,Otieno Christina A,23686
31703588,Cook Elizabeth Anne Jessie,4536
31702445,Ndirangu Rachel,19640
31702088,Kouadio Kouakou,12742
31702088,Ayaya Samuel,1647
31702088,McGowan Catherine C,16148
31702088,Yotebieng Marcel,31409
31702061,Gachii Andrew,6651
31702061,Ragin Camille,25180
31701059,Kabinga Samuel K,9979
31701059,McLigeyo Seth O,16195
31701059,Twahir Ahmed,29137
31701059,Ngigi John N,20119
31701059,Wangombe Nancy N,30183
31701059,Nyarera Diviner K,21142
31701059,Ngaruiya Grace W,20055
31701059,Chege Reuben K,3926
31701059,Ogutu McDonald O,22112
31701059,Moturi George M,17196
31699743,Odiambo Aloyce,21784
31699743,Eleveld Alie,5747
31699743,Mwaki Alex,18771
31699637,Xiao Qian,31227
31699637,Hu Gang,8939
31699637,Onywera Vincent,23312
31699637,Tudor-Locke Catrine,29070
31699637,Katzmarzyk Peter T,10931
31699017,Kiama Lizzie,11334
31698139,Harhay M O,8285
31697383,Balzer Laura B,1903
31697383,Havlir Diane V,8426
31697383,Chamie Gabriel,3787
31697383,Charlebois Edwin D,3854
31697383,Clark Tamara D,4331
31697383,Koss Catherine A,12723
31697383,Ayieko James,1668
31697383,Sang Norton,26377
31697383,Jain Vivek,9495
31697383,Camlin Carol S,3558
31697383,Cohen Craig R,4407
31697383,Bukusi Elizabeth A,3313
31697383,van der Laan Mark,31856
31697383,Petersen Maya L,24635
31696399,Odongo Owino Alfred,21843
31696399,Moturi W N,17200
31696399,Obonyo Meshack Amos,21430
31696370,Ortblad Katrina F,23498
31696370,Stalter Randy M,27823
31696370,Bukusi Elizabeth A,3313
31696370,Ngure Kenneth,20265
31696370,Celum Connie,3727
31696370,Baeten Jared M,1769
31696370,Heffron Renee,8488
31695697,Muthui Michelle K,18467
31695697,Kamau Alice,10265
31695697,Bejon Philip,2280
31695697,Kapulu Melissa C,10571
31695511,Brooks R D,3155
31695511,Jolly P E,9748
31695511,Marsh L,15322
31695511,Velazquez J M,29359
31695511,Padilla L,24207
31695511,Jaoko W G,9557
31694578,Mbuthia Florence,16006
31694531,Kyany'a Cecilia,13118
31694531,Nyasinga Justin,21152
31694531,Matano Daniel,15538
31694531,Oundo Valerie,23948
31694531,Wacira Simon,29592
31694531,Sang Willie,26385
31694531,Musila Lillian,18247
31694493,Mohamed Shukri F,16873
31694493,Haregu Tilahun Nigatu,8281
31694493,Muthuri Stella Kagwiria,18481
31694493,Kyobutungi Catherine,13129
31693717,Gikonyo Joshua,7206
31693717,Mbatia Betty,15792
31693717,Okanya Patrick,22236
31693717,Obiero George,21377
31693717,Sang Carlene,26363
31693717,Nyangao James,21107
31693686,Ferguson Morag E,6226
31693686,Shah Trushar,26926
31693347,Akutse Komivi Senyo,715
31692918,Okoth Sheila,22425
31692887,Ondimu Damaris Ogake,23029
31692887,Kikuvi Gideon Mutie,11574
31692887,Otieno Walter None,23806
31692868,Dehayem-Kamadjeu Alix,5051
31692868,Okonda Justus,22365
31692795,Mwenda Valerian,19106
31692795,Githuku Jane,7417
31692795,Gathecha Gladwell,6870
31692795,Wambugu Benjamin Maranga,29974
31692795,Roka Zeinab Gura,25788
31692795,Ong'or Willis Owino,23078
31692660,Marwa Tom,15408
31692660,Karanja Sarah,10625
31692660,Osero Justus,23547
31692660,Orago Alloys,23411
31690306,Tesfaye Brook,28532
31690306,Azim Tariq,1720
31690238,Tchouassi David P,28453
31690238,Jacob Juliah W,9458
31690238,Ogola Edwin O,22027
31690238,Sang Rosemary,26381
31690238,Torto Baldwyn,28938
31689581,Gitau G K,7315
31689393,Nyaguthii Brendah,20950
31687528,Otieno David Jakinda,23694
31687528,Oluoch-Kosura Willis,22668
31687498,Evans Suter K,6018
31687498,Wesley Omwoyo N,30748
31687498,Nathan Oyaro,19462
31687378,Keambou Christian T,11006
31687378,Kyallo Martina,13104
31687378,Pelle Roger,24518
31687141,Brix Kevin V,3118
31687141,Matey Victoria,15564
31687141,Kavembe Geraldine D,10959
31687141,Papah Michael B,24284
31687141,Kisipan Mosiany L,12222
31687141,Ojoo Rodi O,22184
31687001,Nguta Joseph Mwanzia,20277
31685619,Kartzinel Tyler R,10783
31685619,Hsing Julianna C,8935
31685619,Musili Paul M,18253
31685619,Brown Bianca R P,3169
31685619,Pringle Robert M,25019
31685370,Mariga Alfred Mugambi,15261
31682960,Koyaweda Giscard Wilfried,12758
31682960,Ongus Juliette Rose,23133
31682960,Machuka Eunice,14491
31682960,Juma John,9882
31682960,Macharia Rosaline,14445
31682960,Pelle Roger,24518
31682626,Ongili Barrack,23118
31682626,Odongo Frederick S,21832
31682626,Kwaro Daniel,13067
31682261,Tymejczyk Olga,29151
31682261,Brazier Ellen,3048
31682261,DiLorenzo Madeline,5189
31682261,Edmonds Andrew,5624
31682261,Okoko Nicollate,22357
31682261,Nash Denis,19436
31681427,Kemp Steve,11109
31681384,Agong Stephen Gaya,513
31681289,Kimenyi Kelvin M,11773
31681289,Wamae Kevin,29904
31681289,Ochola-Oyier Lynette Isabella,21602
31681266,Kivisi Cheryl A,12323
31681266,Muthui Michelle,18466
31681266,Fegan Greg,6171
31681266,Githinji George,7379
31681266,Warimwe George M,30372
31681266,Rance Richard,25271
31681266,Marsh Kevin,15321
31681266,Bull Peter C,3326
31681266,Abdi Abdirahman I,58
31680708,Mathenge Catherine,15583
31680708,Thuita Moses,28725
31680708,Gweyi-Onyango Joseph,8027
31680708,Vanlauwe Bernard,29323
31679482,Wanjala Stephen,30219
31679104,Zhou Nicolette A,31593
31679104,Fagnant-Sperati Christine S,6058
31679104,Komen Evans,12593
31679104,Mwangi Benlick,18860
31679104,Mukubi Johnstone,17666
31679104,Nyangao James,21107
31679104,Hassan Joanne,8384
31679104,Chepkurui Agnes,4027
31679104,Maina Caroline,14716
31679104,Jeffries-Miles Stacey,9597
31679104,Coulliette-Salmond Angela,4610
31679104,Peñaranda Silvia,24662
31679104,Shirai Jeffry H,27122
