Pmid 	 Journal 	 Year 	 Month
21034494	Malaria journal	2010	10
21035841	Lancet (London, England)	2010	11
21035843	Lancet (London, England)	2010	11
21036828	The American journal of tropical medicine and hygiene	2010	11
21042501	Journal of pediatric neurosciences	2010	1
21044126	Scandinavian journal of immunology	2010	12
21044235	Tropical medicine & international health : TM & IH	2011	1
21054891	Malaria journal	2010	11
21058274	European journal of ophthalmology	NA	NA
21058965	Medical and veterinary entomology	2010	12
21061276	Pest management science	2011	2
21067637	The journal of family planning and reproductive health care	2010	10
21071074	Lancet (London, England)	2010	11
2107502	Parasitology	1990	2
21078451	Clinics in perinatology	2010	12
21085517	Global health action	2010	11
21088824	Bulletin of environmental contamination and toxicology	2010	12
21092224	BMC infectious diseases	2010	11
21095187	Experimental parasitology	2011	3
21102592	British journal of cancer	2010	11
21103347	PloS one	2010	11
21108831	Virology journal	2010	11
21115516	Philosophical transactions. Series A, Mathematical, physical, and engineering sciences	2011	1
21119915	Community eye health	2010	9
21119917	Community eye health	2010	9
21120811	Folia morphologica	2010	11
21120813	Folia morphologica	2010	11
21122118	BMC women's health	2010	12
21124900	PloS one	2010	11
2112691	Mycopathologia	1990	4
21129225	World journal of surgical oncology	2010	12
21129917	International journal of oral and maxillofacial surgery	2011	4
21132491	Bulletin of environmental contamination and toxicology	2011	1
21139150	International journal of STD & AIDS	2010	10
21144065	BMC pediatrics	2010	12
21144081	Malaria journal	2010	12
21144084	Malaria journal	2010	12
21144086	Malaria journal	2010	12
21146716	Diagnostic microbiology and infectious disease	2011	1
2115214	Tropical animal health and production	1990	1
21153801	TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik	2011	3
21154286	Folia morphologica	2010	8
21154287	Folia morphologica	2010	8
21156603	Mycologia	NA	NA
21170387	PloS one	2010	12
21174223	EcoHealth	2011	3
21176151	Malaria journal	2010	12
2117664	Journal of medical entomology	1990	7
21178193	Health and human rights	2010	12
21179571	PloS one	2010	12
21180457	Journal of oral and maxillofacial pathology : JOMFP	2010	1
21185790	Journal of chromatography. B, Analytical technologies in the biomedical and life sciences	2011	1
21185882	Journal of microbiological methods	2011	2
21188528	Journal of immigrant and minority health	2011	10
2120221	The Journal of biological chemistry	1990	10
21205306	BMC public health	2011	1
21205376	Journal of biosocial science	2011	3
2120824	Tropical animal health and production	1990	8
21211554	Journal of ethnopharmacology	2011	3
21213034	AIDS and behavior	2012	1
21214892	Malaria journal	2011	1
21214960	BMC pregnancy and childbirth	2011	1
21220263	Archives of disease in childhood	2011	11
21220265	Archives of disease in childhood	2011	3
21226762	Acta paediatrica (Oslo, Norway : 1992)	2011	1
2122763	The American journal of pediatric hematology/oncology	1990	1
21227879	Trends in ecology & evolution	1987	11
21233701	Annals of plastic surgery	2011	3
21235783	Malaria journal	2011	1
21237715	The Lancet. Infectious diseases	2011	2
21239690	American journal of respiratory and critical care medicine	2011	1
21244587	Tropical medicine & international health : TM & IH	2011	4
2124670	Parasitology	1990	10
21247012	Journal of the South African Veterinary Association	2010	6
2125183	Animal genetics	1990	1
21253769	Cell and tissue research	1987	10
2125579	The Indian journal of medical research	1990	10
21266070	BMC medical education	2011	1
2126617	Parassitologia	1990	4
2126621	Parassitologia	1990	4
21267459	PloS one	2011	1
21272433	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	2011	1
21282193	The Journal of infectious diseases	2011	3
21283743	PloS one	2011	1
21288576	Veterinary immunology and immunopathology	2011	4
21292908	The American journal of tropical medicine and hygiene	2011	2
21293745	The Pan African medical journal	2010	6
21295079	Molecular and biochemical parasitology	2011	6
21295300	Gastrointestinal endoscopy	2011	6
21296117	Vaccine	2011	4
21302665	Acta cardiologica	2010	12
21304606	African journal of traditional, complementary, and alternative medicines : AJTCAM	2009	10
21305488	Cardiology journal	2011	1
21309449	Revue scientifique et technique (International Office of Epizootics)	2010	12
21309563	Journal of agricultural and food chemistry	2011	3
21311664	Community eye health	2010	12
21312200	BioEssays : news and reviews in molecular, cellular and developmental biology	2011	4
21316192	Journal of clinical epidemiology	2011	7
21323398	Rural and remote health	2011	1
2132685	Revue scientifique et technique (International Office of Epizootics)	1990	6
2132688	Revue scientifique et technique (International Office of Epizootics)	1990	6
21327133	African health sciences	2010	9
21327135	African health sciences	2010	9
2132981	Medical and veterinary entomology	1990	4
2132982	Medical and veterinary entomology	1990	4
2133010	Medical and veterinary entomology	1990	10
21330741	Journal of infection in developing countries	2011	2
21330744	Journal of infection in developing countries	2011	2
21331166	Pathology research international	2011	1
21332984	BMC pediatrics	2011	2
21334737	Lancet (London, England)	2011	1
21336193	The Journal of trauma	2011	9
21340662	Journal of urban health : bulletin of the New York Academy of Medicine	2011	6
21346123	The Journal of experimental biology	2011	3
21346921	Bulletin of the World Health Organization	2011	2
21348608	The Journal of parasitology	2011	2
21349318	Journal of ethnopharmacology	2011	4
21352608	Parasites & vectors	2011	2
21356035	BMC psychiatry	2011	2
2135662	The British journal of oral & maxillofacial surgery	1990	6
21367527	Veterinary parasitology	2011	6
2136883	Journal of immunology (Baltimore, Md. : 1950)	1990	1
21371051	Sociology of health & illness	2011	9
21371210	Tropical medicine & international health : TM & IH	2011	1
21373194	PloS one	2011	2
21374730	Clinical anatomy (New York, N.Y.)	2011	9
21375390	International journal of food sciences and nutrition	2011	8
21375746	AIDS research and therapy	2011	3
21375768	Malaria journal	2011	3
21376609	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	2012	1
2137767	Current topics in microbiology and immunology	1990	1
21386971	PloS one	2011	2
21390226	PloS one	2011	3
21390890	AIDS care	2011	1
21393006	Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine	2011	6
21393067	The spine journal : official journal of the North American Spine Society	2011	4
21406735	Journal of vector borne diseases	2011	3
21406738	Journal of vector borne diseases	2011	3
21406740	Journal of vector borne diseases	2011	3
21410944	Malaria journal	2011	3
21413564	East African journal of public health	2010	3
21413566	East African journal of public health	2010	3
21413582	East African journal of public health	2010	3
21413602	East African journal of public health	2010	6
21413982	Health services research	2011	8
21416064	Public health ethics	2011	4
21420376	Acta tropica	2011	7
21423615	PloS one	2011	3
21424574	Bulletin of environmental contamination and toxicology	2011	1
21426541	World journal of surgical oncology	2011	3
21429207	BMC public health	2011	3
21429801	Trends in parasitology	2011	7
21435767	Social science & medicine (1982)	2011	4
21447064	Tropical medicine & international health : TM & IH	2011	7
21450933	The American journal of clinical nutrition	2011	6
21453454	Trials	2011	3
21458287	Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery	2012	2
21461147	African journal of traditional, complementary, and alternative medicines : AJTCAM	2010	4
21461148	African journal of traditional, complementary, and alternative medicines : AJTCAM	2010	4
21461155	African journal of traditional, complementary, and alternative medicines : AJTCAM	2010	4
21465721	Studies in family planning	2010	3
21466110	Studies in family planning	2010	6
21468304	PLoS medicine	2011	3
21469272	Studies in family planning	2010	9
21477666	Respiratory physiology & neurobiology	2011	8
21479959	Experimental & applied acarology	2011	8
21480020	Health communication	2011	9
2148146	East African medical journal	1990	8
21482551	Brain : a journal of neurology	2011	1
21483712	PLoS medicine	2011	4
21485228	Community dental health	2011	3
21486498	BMC medicine	2011	4
21490188	Journal of clinical microbiology	2011	6
21490906	AIDS research and treatment	2010	1
21492492	Bulletin of entomological research	2011	10
21492742	Vaccine	2011	1
2149448	Parassitologia	1990	4
21499484	African health sciences	2007	12
21501911	Environmental pollution (Barking, Essex : 1987)	2011	7
21503172	African health sciences	2009	12
21505300	AIDS (London, England)	2011	6
21505544	Nepalese journal of ophthalmology : a biannual peer-reviewed academic journal of the Nepal Ophthalmic Society : NEPJOPH	NA	NA
2150645	East African medical journal	1990	12
21507227	Malaria journal	2011	4
21507273	BMC health services research	2011	4
21511317	Transactions of the Royal Society of Tropical Medicine and Hygiene	2011	6
21516965	East African journal of public health	2010	9
21525734	Acta cytologica	2011	1
21526933	Journal of insect science (Online)	2011	1
21531437	Chemosphere	2011	7
21537996	Virus genes	2011	8
21539746	BMC public health	2011	1
21540734	Annals of plastic surgery	2012	2
21544871	Clinical anatomy (New York, N.Y.)	2011	10
21550565	Journal of forensic and legal medicine	2011	1
21559301	PloS one	2011	4
21559495	PloS one	2011	4
21564888	Molecular ecology resources	2009	7
21569328	BMC infectious diseases	2011	1
21569546	Malaria journal	2011	1
21572600	Journal of global infectious diseases	2011	1
21572858	African health sciences	2011	3
21576468	Proceedings of the National Academy of Sciences of the United States of America	2013	12
21586946	The Journal of craniofacial surgery	2011	1
21591507	East African medical journal	2009	12
21591508	East African medical journal	2009	12
21591509	East African medical journal	2009	12
21591510	East African medical journal	2009	12
21591511	East African medical journal	2009	12
21591512	East African medical journal	2009	12
21591513	East African medical journal	2009	12
21591514	East African medical journal	2009	12
21591515	East African medical journal	2009	12
21591516	East African medical journal	2009	12
21591517	East African medical journal	2009	12
